LFQ intensity delta10G-1-3h	LFQ intensity delta10G-2-3h	LFQ intensity delta10G-3-3h	LFQ intensity wt-1-3h	LFQ intensity wt-2-3h	LFQ intensity wt-3-3h	Protein names	Gene names
24.51545	24.95082	25.5606	25.80742	24.89319	25.79912	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	ulaD
24.74443	25.39581	24.91757	25.59779	25.26245	25.91798	Putative kinase YjjJ	yjjJ
26.10282	25.54029	26.22418	25.84618	26.11943	26.36199	"UDP-2,3-diacylglucosamine hydrolase"	lpxH
26.73944	26.62756	27.03769	26.79352	26.52346	26.54572	Putative transport protein YidE	yidE
24.7034	23.32636	23.44872	23.55999	23.48075	23.61291	Inner membrane protein YqjE	yqjE
32.7049	32.87791	32.77063	33.02416	32.8333	32.46039	Translation initiation factor IF-1	infA
25.23191	25.09865	25.90809	25.50761	24.99053	25.66416	(S)-ureidoglycine aminohydrolase	allE
22.16733	21.12471	22.18779	21.54835	20.93567	22.60196	Succinylglutamate desuccinylase	astE
27.26141	26.16657	23.82891	25.18026	26.64595	26.07594	Uncharacterized protein YeaC	yeaC
25.6216	26.08221	26.59249	26.13665	26.62575	26.35264	5-deoxynucleotidase YfbR	yfbR
27.89192	28.07301	28.07653	27.45238	27.28974	27.42342	Phosphohistidine phosphatase SixA	sixA
25.06402	26.02035	26.16507	25.83562	26.44908	26.19007	Phenylacetic acid degradation protein PaaY	paaY
25.04055	25.36108	26.37554	24.76552	24.95407	25.32464	Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR	ybdR
32.94975	32.21836	32.46828	32.31843	32.278	30.53862	Lipoprotein bor homolog from lambdoid prophage DLP12	borD
29.12977	27.55728	27.85573	26.08172	26.95925	25.84738	Uncharacterized lipoprotein YbaY	ybaY
24.29053	23.89634	24.39421	23.8825	24.03288	24.37159	PHP domain-containing protein YciV	yciV
26.96741	26.84781	26.42002	26.48051	26.43862	26.33327	"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"	menI
26.77994	27.84092	27.33662	27.24354	27.44206	27.67627	Homocysteine S-methyltransferase	mmuM
27.8063	29.84715	28.32894	29.74878	29.98468	29.84047	Transcriptional activator protein LysR	lysR
27.17303	27.99237	27.96328	29.45295	29.46758	28.9165	"Type-1 fimbrial protein, A chain"	fimA
30.15219	29.7096	30.20058	29.68515	31.945	29.64198	Deoxyuridine 5-triphosphate nucleotidohydrolase	dut
25.56133	24.66052	25.11406	26.00736	25.49887	23.51917	Sulfate transporter CysZ	cysZ
31.75665	30.78011	30.54545	29.81337	30.02907	30.33266	RNA-binding protein Hfq	hfq
30.20676	29.9211	29.44591	29.56153	29.75848	30.26897	Methylglyoxal synthase	mgsA
30.03446	29.1455	28.74381	30.26618	28.69717	28.28131	Aspartate 1-decarboxylase;Aspartate 1-decarboxylase beta chain;Aspartate 1-decarboxylase alpha chain	panD
33.94768	33.68635	34.22072	33.16277	33.7877	33.78419	50S ribosomal protein L33	rpmG
29.91926	30.03184	29.61852	29.70025	29.82332	30.13614	UPF0250 protein YbeD	ybeD
27.70154	28.69975	28.18423	27.98005	28.46065	28.43141	Protein Syd	syd
27.67983	27.54104	27.89776	27.91199	27.93714	28.44134	Pyrimidine 5-nucleotidase YjjG	yjjG
26.18162	26.45197	26.31603	25.36586	24.9526	26.60399	Transcriptional regulator MntR	mntR
24.53148	25.06258	25.98359	24.75705	25.04664	25.77919	Transcriptional activator protein NhaR	nhaR
30.67959	30.50994	29.18931	29.1114	29.56207	28.17698	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	slyD
28.20914	28.44884	27.98696	27.59761	27.44482	27.98125	Threonine/serine transporter TdcC	tdcC
25.10522	25.0945	24.95934	25.2382	26.04037	25.88548	Transcriptional repressor FrmR	frmR
29.39726	29.52509	29.00619	29.12852	29.52057	29.53471	Uncharacterized protein YajD	yajD
27.80802	28.20032	27.39526	25.52034	26.22643	27.34002	UPF0434 protein YcaR	ycaR
26.35315	26.9447	26.77693	26.95715	26.69259	27.21568	Inner membrane protein YccF	yccF
28.87127	28.73305	27.83689	27.07928	28.45313	27.41127	Penicillin-binding protein activator LpoB	lpoB
29.1358	29.69798	29.22283	30.23638	28.5523	29.92974	Protein YciI	yciI
30.02115	30.05194	29.67797	29.11912	29.94349	29.85955	Protein YciN	yciN
28.15991	26.41031	26.22153	26.88844	27.1882	26.56065	ATP synthase subunit a	atpB
27.17769	26.2359	26.19254	25.76946	25.75039	26.75913	DNA polymerase III subunit theta	holE
29.63429	29.68082	28.96573	29.08375	30.08828	29.19608	Biopolymer transport protein ExbD	exbD
28.78475	28.83105	28.87953	28.7836	29.02944	28.8455	Protein TolR	tolR
25.1368	25.04581	25.18662	25.71835	25.64636	25.63001	Fructoselysine 6-phosphate deglycase	frlB
28.74874	29.11287	28.50423	29.40704	29.9327	31.34726	Dihydroneopterin aldolase	folB
28.10979	27.23123	27.12041	26.52213	26.13497	26.85555	Protein GnsA	gnsA
31.42277	31.55915	31.19794	31.16525	31.12337	30.78433	Iron-sulfur cluster insertion protein ErpA	erpA
26.20383	24.85405	25.27611	25.33586	25.03591	25.55742	Heat shock protein 15	hslR
23.16529	25.49714	25.88423	24.74776	23.81176	25.74911	HTH-type transcriptional regulator ZntR	zntR
25.29148	25.89365	26.06472	25.40438	25.989	26.03055	Uncharacterized HTH-type transcriptional regulator YbiH	ybiH
27.70859	28.3274	28.23763	28.19606	28.87481	28.71244	HTH-type transcriptional repressor FabR	fabR
30.3801	30.52374	30.32378	29.66731	30.00517	29.76994	UPF0381 protein YfcZ	yfcZ
25.59383	24.80326	25.05614	24.81157	24.5562	24.41377	Uncharacterized protein YfeC	yfeC
29.2076	29.20193	28.83545	28.98202	28.65222	28.83924	Gamma-glutamylcyclotransferase family protein YtfP	ytfP
29.34437	29.38132	29.65195	29.99469	28.90328	30.10911	RutC family protein YoaB	yoaB
26.44312	24.98251	25.56921	25.55979	25.5942	25.48188	Galactose-proton symporter	galP
27.90363	27.18782	25.9954	26.60159	26.3669	26.09545	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	tsaE
28.47015	28.71322	29.10104	29.18688	29.57293	29.41579	Oligopeptide transport system permease protein OppB	oppB
23.79144	26.87502	26.44553	25.42121	26.18931	26.4343	Putative permease PerM	perM
28.95997	29.39219	29.25865	29.18943	29.45785	29.28916	Regulator of nucleoside diphosphate kinase	rnk
24.57132	24.84072	25.46248	25.38162	25.29032	25.21048	Protein SanA	sanA
28.74922	29.06404	28.87382	28.30591	28.75589	28.26892	Stringent starvation protein B	sspB
27.11327	27.71253	27.83232	27.7252	28.13153	28.06039	N5-carboxyaminoimidazole ribonucleotide mutase	purE
24.55169	24.94051	24.22597	24.31983	24.90504	24.39598	Protein PhnB	phnB
25.61161	25.53866	26.14495	26.12566	25.93116	26.15302	Protein PhnO	phnO
25.54242	25.44973	25.10905	25.10033	24.95952	24.89597	Transcriptional regulator MraZ	mraZ
27.2202	27.53653	26.7506	27.19394	27.95149	27.92711	Lysine-specific permease	lysP
25.45331	26.09088	25.24514	25.94708	25.91235	25.88618	DNA polymerase III subunit chi	holC
25.81653	24.25407	26.18223	26.00821	26.31998	25.98878	Molybdopterin synthase sulfur carrier subunit	moaD
25.09293	25.35158	25.38745	25.08477	24.57802	25.28887	Molybdopterin-guanine dinucleotide biosynthesis adapter protein	mobB
27.73337	27.80698	27.78949	27.60265	27.79154	27.63603	UPF0381 protein YiiS	yiiS
25.44613	24.97465	25.7063	26.23237	23.0974	26.1481	Uncharacterized protein YjbD	yjbD
26.38138	25.9428	26.39837	26.00879	25.89074	26.76812	Cytochrome c biogenesis ATP-binding export protein CcmA	ccmA
24.43651	25.88628	26.28687	24.51887	24.78192	25.44894	H(+)/Cl(-) exchange transporter ClcA	clcA
29.35672	29.81601	29.86582	29.41617	29.85295	29.59101	Non-canonical purine NTP phosphatase	yjjX
25.76742	26.51932	26.06386	26.49441	25.85854	25.438	High-affinity gluconate transporter	gntT
27.13291	27.83074	25.95336	27.38878	27.57196	27.53036	Putative sialic acid transporter	nanT
22.87751	22.10191	22.5418	22.71766	21.82788	22.50237	Monofunctional biosynthetic peptidoglycan transglycosylase	mtgA
25.52361	25.22527	25.48339	25.10402	25.33139	25.48527	Endonuclease 8	nei
26.77128	26.51773	26.21897	26.33282	27.63013	26.34457	Heat shock protein HslJ	hslJ
27.95394	28.32384	28.09038	27.85632	27.86213	28.27604	Probable glutamate/gamma-aminobutyrate antiporter	gadC
27.38747	27.70556	27.71777	27.40925	27.44008	28.03868	Inner membrane transport protein YqeG	yqeG
26.34323	24.89416	25.49665	24.72177	24.56395	25.0611	Uncharacterized protein YdcY	ydcY
28.57442	28.01967	28.17365	28.7521	28.27755	27.82542	Nickel/cobalt homeostasis protein RcnB	rcnB
28.72468	29.71142	28.64914	27.38022	28.66641	28.93846	Probable phospholipid ABC transporter-binding protein MlaB	mlaB
26.27339	27.11763	27.03002	25.66528	26.89666	27.11823	Probable phospholipid ABC transporter permease protein MlaE	mlaE
26.97498	26.70978	27.5062	26.43184	26.65185	27.69059	DnaA initiator-associating protein DiaA	diaA
24.47661	25.14328	25.13532	25.93486	25.40685	25.69697	UPF0257 lipoprotein YnfC	ynfC
29.71185	30.35783	30.6513	30.34847	29.97131	30.83583	Major outer membrane lipoprotein Lpp	lpp
30.9988	31.10699	31.05569	31.42412	31.33095	30.74871	Carbon storage regulator	csrA
27.19845	27.29903	26.8565	25.92848	27.21373	26.9327	Uncharacterized protein YahO	yahO
23.86627	24.04685	23.75062	24.65053	24.92057	24.15669	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	thiD
27.50211	27.91416	27.53927	27.19601	26.76648	27.29807	Uncharacterized protein YfaZ	yfaZ
27.29605	27.41482	27.12642	27.2116	27.93309	27.69039	Uncharacterized protein YfgJ	yfgJ
24.55649	24.55929	24.26356	23.34204	24.90642	23.24365	Electron transport complex subunit RsxB	rsxB
25.12518	26.04068	25.72161	25.90116	26.11205	26.26687	Probable iron export permease protein FetB	fetB
26.77881	26.86479	27.54672	27.10069	27.16672	26.50167	DNA-3-methyladenine glycosylase 1	tag
26.83219	26.57515	27.11018	26.34604	26.58003	27.04698	Histidine biosynthesis bifunctional protein HisIE;Phosphoribosyl-AMP cyclohydrolase;Phosphoribosyl-ATP pyrophosphatase	hisI
28.49427	28.42218	28.20597	28.83987	29.02852	29.79242	Acyl carrier protein	acpP
25.61201	26.07668	25.92189	25.81985	25.61215	25.3838	Dephospho-CoA kinase	coaE
30.81261	30.58423	29.80864	30.09459	30.63296	28.85691	Glycine cleavage system H protein	gcvH
26.25184	26.81739	27.20098	26.15412	26.62812	26.72273	Phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY
24.67163	23.79818	24.59651	23.76507	23.89486	24.18782	50S ribosomal protein L31 type B	ykgM
27.17122	26.10338	27.00013	27.3073	26.96334	27.1693	Fumarate reductase subunit D	frdD
27.4817	28.10325	27.90087	27.66675	28.6372	28.38681	Transcriptional regulator SlyA	slyA
25.94641	25.99611	25.37222	25.4223	25.71309	26.29597	Uncharacterized HTH-type transcriptional regulator YiaG	yiaG
28.86788	29.14933	29.31804	29.04809	29.16933	29.25501	Acid stress protein IbaG	ibaG
31.22124	32.17816	31.99426	32.61884	32.06561	32.42672	Cold shock protein CspA	cspA
25.98211	26.7497	26.4505	27.24998	27.12406	24.75583	D-serine/D-alanine/glycine transporter	cycA
27.77618	28.09492	27.86242	28.08304	28.05284	27.75901	Sulfurtransferase TusE	tusE
27.68157	26.93775	27.27213	27.30869	27.43245	27.43881	Uncharacterized protein YebG	yebG
25.06567	26.06402	24.35978	25.71358	25.8839	25.61515	Uncharacterized protein YheV	yheV
27.26078	28.00072	27.92179	26.21841	27.58756	27.79408	Protein ElaA	elaA
26.61119	26.28517	26.17777	25.07455	26.14766	26.46719	Acid stress chaperone HdeB	hdeB
26.37151	25.65302	25.65922	25.90357	25.86285	25.61037	Lipid II flippase MurJ	murJ
26.65867	27.29483	27.19056	26.79687	27.21206	27.7898	Guanine/hypoxanthine permease GhxP	ghxP
27.18082	28.22352	27.40194	27.05434	27.63886	27.78251	NADH-quinone oxidoreductase subunit A	nuoA
28.45427	29.43833	28.8455	29.27602	28.99413	29.09818	NADH-quinone oxidoreductase subunit M	nuoM
26.64993	24.39807	25.98785	23.62645	24.94485	24.15252	Ribosome modulation factor	rmf
27.99841	26.71843	26.87338	25.74448	24.92438	25.46709	Protein rof	rof
32.46034	31.90885	32.00718	31.79962	31.68962	31.72826	RNA-binding protein YhbY	yhbY
24.27604	24.77937	24.72109	23.82474	24.56686	24.0611	ATP-dependent dethiobiotin synthetase BioD 1	bioD1
25.03192	25.32783	24.68998	24.80474	25.41841	24.95389	FhuE receptor	fhuE
26.7637	26.55713	27.45364	27.77102	27.4677	27.15267	UPF0259 membrane protein YciC	yciC
26.19205	25.95049	23.15629	26.17771	26.41772	26.21529	Probable transport protein YifK	yifK
25.32089	27.00378	25.16004	26.18518	26.2844	26.30831	Molybdenum cofactor guanylyltransferase	mobA
28.60657	27.92626	28.91222	29.03889	29.11379	29.55662	Adenosylcobinamide-GDP ribazoletransferase	cobS
25.99071	25.57813	26.17725	25.29376	25.44139	25.96228	Hydrogenase 2 maturation protease	hybD
25.33368	25.61611	25.82352	24.92139	25.37265	26.04833	Multidrug resistance protein MdtK	mdtK
25.67861	26.28106	25.08716	25.52343	26.16999	25.96455	tRNA-binding protein YgjH	ygjH
26.06663	25.57865	26.33363	26.61288	26.01244	26.25119	Uncharacterized protein YrdD	yrdD
25.53644	25.26145	26.72962	27.09929	26.27142	26.77794	Universal stress protein C	uspC
28.53812	24.58262	27.26481	26.05552	27.41078	26.72117	Glucitol/sorbitol permease IIC component	srlA
28.56315	27.14501	28.15971	27.8337	27.65629	27.74201	"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase"	gmhB
26.06698	26.63727	25.72666	25.56066	25.43342	25.88976	Uncharacterized protein YebV	yebV
26.01193	25.84757	25.6006	25.29425	25.94103	26.27606	Glutaredoxin-1	grxA
26.70872	26.94011	26.76787	26.14087	26.85079	26.54489	"N,N-diacetylchitobiose-specific phosphotransferase enzyme IIB component"	chbB
24.18238	23.84919	24.83779	24.86642	23.96772	24.42784	K(+)/H(+) antiporter NhaP2	cvrA
28.16178	28.34338	28.28405	28.41514	28.28299	27.66044	Lipid A 1-diphosphate synthase	lpxT
24.6319	25.44452	25.52859	25.58087	25.85996	25.80336	Uncharacterized HTH-type transcriptional regulator YdcN	ydcN
26.36923	26.88821	27.04124	26.10903	27.00828	26.40031	Uncharacterized protein YobH	yobH
24.40717	24.53925	24.93818	24.58497	24.73526	24.7364	Uncharacterized lipoprotein YghG	yghG
25.85645	25.87366	24.42073	25.43695	25.28725	25.82578	Probable glucarate transporter	gudP
27.07592	27.05703	26.93438	27.36811	28.01977	27.68619	Protein MioC	mioC
26.98207	26.87865	26.13449	26.30459	25.08999	26.4367	Thiosulfate sulfurtransferase GlpE	glpE
25.70097	26.02935	26.24284	24.92262	25.53326	26.08521	Nicotinate-nucleotide adenylyltransferase	nadD
25.80614	26.18493	26.9673	26.41748	26.13142	23.70398	Glutathione-regulated potassium-efflux system ancillary protein KefF	kefF
27.57239	28.28313	28.65301	28.20224	28.38344	28.94506	Holliday junction ATP-dependent DNA helicase RuvA	ruvA
28.27124	29.39061	29.05931	29.03286	28.94712	28.89192	UPF0145 protein YbjQ	ybjQ
26.66912	26.37607	26.53502	25.97701	26.18287	26.39282	Fumarate reductase subunit C	frdC
24.64268	24.29221	24.83186	25.11156	26.00417	26.12589	ATP-dependent Clp protease adapter protein ClpS	clpS
31.5662	32.12759	31.60735	30.45709	30.34731	31.1183	Cold shock-like protein CspD	cspD
27.68872	26.64017	26.87643	27.17598	26.98522	26.64719	Citrate lyase subunit beta	citE
28.58219	28.95723	28.83068	26.79439	28.70428	29.46502	Protein YobA	yobA
28.72179	27.63367	28.01585	27.59605	27.72709	26.94905	Modulator of FtsH protease YccA	yccA
23.56895	22.11149	22.59473	22.42946	22.08758	22.07375	Inner membrane protein YbbJ	ybbJ
24.87502	25.11287	24.86887	25.5848	24.4737	24.39878	Uncharacterized protein YbfE	ybfE
27.82614	27.52305	27.2498	27.21947	25.92997	27.30391	Uncharacterized protein YbjN	ybjN
27.3672	26.6432	27.1335	27.3501	26.92909	27.07592	Diacylglycerol kinase	dgkA
26.15769	25.22645	25.86519	25.40857	25.69144	25.20535	DNA-damage-inducible protein I	dinI
25.18579	25.29653	25.02225	23.16749	24.01801	23.67756	Flagellar protein FliL	fliL
27.87619	26.83786	27.48362	27.1041	27.01148	27.93596	Probable formate transporter 1	focA
30.19119	29.81508	30.52449	30.42061	30.4346	30.43251	Succinate dehydrogenase hydrophobic membrane anchor subunit	sdhD
27.88821	28.26848	27.61611	28.55706	27.88861	28.2415	Glycerol uptake facilitator protein	glpF
26.97049	27.31406	27.56993	27.9447	28.41869	27.6463	Uncharacterized protein YjeI	yjeI
25.18276	24.62545	25.15209	24.19558	25.10841	25.51575	NADH-quinone oxidoreductase subunit J	nuoJ
26.72832	26.17588	25.9249	26.68164	26.57486	26.74188	NADH-quinone oxidoreductase subunit N	nuoN
27.30165	26.5996	28.57228	27.27186	27.02443	27.74804	Spermidine/putrescine transport system permease protein PotB	potB
25.95835	26.84793	27.55801	26.89666	27.56267	27.56296	4-hydroxybenzoate octaprenyltransferase	ubiA
29.54519	29.20667	29.5033	29.64368	29.32597	27.5837	Uracil permease	uraA
25.58342	25.53626	25.7483	24.5741	25.43946	25.32971	Uncharacterized protein YfeD	yfeD
25.40963	25.39463	26.99162	23.96684	25.21845	26.33151	Adenine permease AdeP	adeP
25.21897	25.21033	24.31513	25.05171	25.85875	24.9949	Cold shock-like protein CspB	cspB
27.15489	28.36824	26.96433	27.60548	27.94971	27.98669	Uncharacterized protein YjdJ	yjdJ
28.30199	28.72234	27.55954	27.78126	27.3836	26.86738	Uncharacterized protein YhcH	yhcH
24.79704	25.58268	25.69075	24.90233	24.94521	25.89971	Sulfurtransferase TusD	tusD
28.08396	28.74047	27.74612	28.50218	28.70098	27.96917	Uncharacterized protein YqcA	yqcA
23.95482	24.69408	25.24902	25.31824	24.46625	24.00573	UPF0114 protein YqhA	yqhA
25.02149	24.35978	24.76976	24.89532	24.88376	24.92976	Ascorbate-specific phosphotransferase enzyme IIB component	ulaB
25.20363	25.21063	26.66112	24.47265	25.65491	26.40993	Cysteine desulfuration protein SufE	sufE
23.18875	26.54729	24.02242	25.8666	25.56848	25.19674	Hydroxyethylthiazole kinase	thiM
22.53562	21.18834	21.45091	21.30614	21.08031	21.79253	HTH-type transcriptional regulator PgrR	pgrR
26.18681	26.26304	26.23153	26.91022	26.7375	26.42993	Uncharacterized protein YciY	yciY
24.406	24.89421	24.8918	25.27909	25.08618	25.09479	Phosphate transport system permease protein PstA	pstA
29.91954	30.70372	30.1575	30.57542	31.65092	31.89088	50S ribosomal protein L29	rpmC
26.3574	26.40326	26.35679	25.65835	26.24193	25.93195	UPF0149 protein YgfB	ygfB
27.07081	26.85982	27.28613	25.98824	26.8023	26.35153	UPF0263 protein YciU	yciU
24.97662	22.90485	24.29102	25.05449	25.85472	24.35212	Proofreading thioesterase EntH	entH
28.42386	28.48328	27.66696	27.7128	27.56928	26.58735	Outer membrane protein assembly factor BamE	bamE
26.21782	25.45397	26.5819	26.09021	26.42403	26.87373	Inner membrane protein YbhL	ybhL
25.06903	23.07302	24.27469	23.96842	23.36159	24.18056	Tyrosine-specific transport protein	tyrP
25.9822	24.57998	26.41658	23.61437	25.01304	25.4412	Proline-specific permease ProY	proY
28.41667	28.87587	29.06915	28.58423	28.57138	28.38533	Dipeptide transport system permease protein DppC	dppC
28.464	28.11768	28.2243	28.18877	28.7396	28.68335	Regulator of ribonuclease activity B	rraB
25.14969	25.69975	25.63893	25.67877	25.96919	26.39488	NADH-quinone oxidoreductase subunit K	nuoK
24.96992	24.41828	25.61049	24.7434	24.23936	24.91022	Nucleoside permease NupG	nupG
23.32608	24.21963	24.97224	24.38555	25.18677	25.70129	Protein-export membrane protein SecG	secG
28.00769	28.34087	27.83455	27.72319	28.42101	28.89545	UPF0345 protein YaiE	yaiE
28.25719	29.42672	28.02009	28.23663	29.09179	26.86302	Low affinity tryptophan permease	tnaB
25.34699	26.08865	26.1387	26.28579	26.17934	26.25692	Phenylalanine-specific permease	pheP
26.68351	25.94237	25.82236	26.52503	26.34545	26.73117	O-antigen ligase	rfaL
24.96495	25.94297	25.28376	25.62433	26.04323	25.61748	Multidrug resistance protein D	emrD
29.95685	30.08208	30.65361	30.50597	30.85013	30.80601	Nucleoside permease NupX;Putative pseudouridine transporter	nupX;psuT
28.47839	26.87994	26.85567	30.4717	27.07255	26.73376	Galactitol utilization operon repressor	gatR
26.43878	27.02083	24.94217	25.81465	26.44174	26.19701	Signal transduction protein PmrD	pmrD
27.49534	28.81656	24.85177	29.46371	29.88816	25.47066	Protein ApaG	apaG
28.09884	28.44707	27.92575	27.34036	27.81897	27.63277	Uncharacterized protein YebY	yebY
